job_title,company,location,category,contract_type,created_date,avg_salary,description,skills,skills_count,salary_available
AWS Data Engineer,Tata Consultancy Services,"Pune, Maharashtra",IT Jobs,,2025-11-25 08:51:42+00:00,,"TCS is Hiring AWS Data Engineer For Bangalore, Chennai, Hyderabad, Pune, Kochi, Bhubaneshwar, Kolkata location Experience : 5 - 10 years Mode of interview : Virtual Location : Bangalore, Chennai, Hyderabad, Pune, Kochi, Bhubaneshwar, Kolkata JOB DESCRIPTION: Must have: Strong experience in Python to package, deploy and monitor data science apps Knowledge in Python based automation Knowledge of Boto3 and related Python packages Working experience in AWS and AWS Lambda Good to have: Bash scriptin…",python,1,0
AWS Data Engineer,Tata Consultancy Services,"Kolkata, West Bengal",IT Jobs,,2025-11-25 15:18:37+00:00,,"TCS is Hiring AWS Data Engineer For Bangalore, Chennai, Hyderabad, Pune, Kochi, Bhubaneshwar, Kolkata location Experience : 5 - 10 years Mode of interview : Virtual Location : Bangalore, Chennai, Hyderabad, Pune, Kochi, Bhubaneshwar, Kolkata JOB DESCRIPTION: Must have: Strong experience in Python to package, deploy and monitor data science apps Knowledge in Python based automation Knowledge of Boto3 and related Python packages Working experience in AWS and AWS Lambda Good to have: Bash scriptin…",python,1,0
Senior Data Engineer,CYGNVS,"Chennai, Tamil Nadu",IT Jobs,,2025-12-20 09:00:20+00:00,,"CYGNVS is a purpose-built, first-of-its-kind guided cyber crisis platform designed to allow users to prepare for, practice for and respond to cyber incidents with confidence. Founded in 2020, the innovative start-up has not only discovered product-market fit but is also embarking on an exciting period of scaling up. Our company culture is a perfect blend of productivity and enjoyment, prioritizing the growth and development of our talented employees as part of a high-achieving team. We are in s…",,0,0
Senior Data Scientist,YASH Technologies,"Bangalore, Karnataka",IT Jobs,,2025-10-26 02:18:48+00:00,,"Job Overview: Experience Required: 6 Years Location: Indore, Pune, Bangalore, Hyderabad We are looking for a Sr. Data Scientist to join our team of researchers, data scientists, and developers. You will work on cutting-edge AI solutions across industries such as commerce, agriculture, insurance, financial markets, and procurement. Your role involves developing and optimizing machine learning and generative AI models to solve real-world challenges. Key Responsibilities: Develop and optimize and …",machine learning,1,0
AWS Data Engineer,Insight Global,India,IT Jobs,,2025-12-20 09:05:47+00:00,,"Required Skills & Experience -3 years in data engineering or AI infrastructure roles -Expertise in AWS or Azure (not required to know both) -Hands-on experience with vector stores and embedding pipelines -Strong Python development experience -Experience with OCR/document intelligence tools -Strong familiarity with LLMs, RAG architectures, embeddings, and retrieval techniques -Experience with CICD and software engineering best practices -Experience building and maintaining data pipelines Job Des…",python,1,0
AI Data Scientist,Verdantas,"Pune, Maharashtra",IT Jobs,,2025-12-03 08:59:11+00:00,,"Join Verdantas – A Top ENR 81 Firm! Position: AI Data Scientist About the Role: Key Responsibilities Develop and implement statistical models and machine learning algorithms. Clean, process, and analyze large datasets from various sources. Visualize data insights using tools like Power BI, Tableau, or Python libraries. Collaborate with AI Engineers to deploy models into production environments, ensuring scalability and performance. Communicate findings to stakeholders through reports and presen…","python, machine learning",2,0
Director of Data Science,ADP,"Hyderabad, Telangana",IT Jobs,,2025-11-27 09:43:51+00:00,,"ADP is hiring a Director of Data Science. Are you an experienced leader in Data Science ready for your next-level adventure? Does the thought of working with one of the most comprehensive employment data sets in the world excite you? Are you inspired by transformation and making an impact on the lives of millions of people every day? Are you a technologist first and foremost who approaches every problem wearing that hat while going out of your way to champion creativity and build diverse, produ…",,0,0
Senior Data Scientist,Intelligence Node,India,IT Jobs,,2025-11-24 07:16:57+00:00,,"Intelligence Node® is a real-time retail intelligence platform that empowers businesses to drive product-level profitability and grow margins using data-driven real-time competitive insights. Intelligence Node's cutting-edge technology leverages AI to aggregate and analyze billions of data points across 1,900 retail categories in 34 global markets. Intelligence Node’s business model provides a comprehensive suite of solutions encompassing product matching, digital shelf analytics, assortment & …",,0,0
Data Scientist - 2,SatSure,"Bangalore, Karnataka",IT Jobs,,2025-11-25 08:59:52+00:00,,"SatSure is looking for a Data Scientist (Computer Vision) to drive the next generation of geospatial intelligence models powering critical products across agriculture, finance, infrastructure, utilities, energy, and climate. This is a hands-on technical role responsible for solving complex Earth-observation challenges using advanced ML/CV techniques to deliver state-of-the-art, production-ready solutions. About Team and Mission : Our EO Applied Data Science team builds foundational research and…",,0,0
Data Scientist - 3,SatSure,"Bangalore, Karnataka",Scientific & QA Jobs,,2025-11-25 08:56:36+00:00,,"SatSure is looking for a Lead Data Scientist (Computer Vision) to drive the next generation of geospatial intelligence models powering critical products across agriculture, finance, infrastructure, utilities, energy, and climate. This is a senior hands-on technical leadership role responsible for solving complex Earth Observation challenges using advanced ML/CV, and leading teams toward state-of-the-art, production-ready solutions. About Team and Mission : Our EO Applied Data Science team build…",,0,0
Data Center Architect,Reliance Industries Limited,"Mumbai, Maharashtra",Engineering Jobs,,2025-12-03 09:00:17+00:00,,"Title: Data Center Architect (Non-IT) Location: Mumbai Engineering Discipline Heads / Leads (Experience 18 - 25 years in Design and Engineering of EPC project in respective discipline) Responsibilities: Lead and manage respective discipline engineering team to ensure delivery of high-quality engineering solutions Elect: power distribution engineering for mission-critical data centers and similar high-tech facilities, electrical infrastructure for data centers with both medium and high voltage e…",,0,0
AWS Data Engineer,Tata Consultancy Services,"Indore, Madhya Pradesh",IT Jobs,,2025-12-02 08:54:08+00:00,,"TCS is Hiring AWS Data Engineer For Indore location Experience : 5 - 10 years Mode of interview : Inperson Location : Indore Please apply only if you are available for a In-person interview at TCS Indore on 6th December 2025 (Saturday). JOB DESCRIPTION: Must have: AWS Snowflake, Python, Pyspark Responsibilities: Expansion of Data Products Support pipeline buildout, implementation, and RFC deployments for new business use cases Assignment group/project repo segregation / automated CICD deploymen…",python,1,0
SAP Data Archiving,Dexian India,"Pune, Maharashtra",IT Jobs,,2025-12-12 09:50:47+00:00,,"Server Administration Add / Remove authorization to fileserver Add new folder with auth to existing Windows fileserver Handle annual access audit request of overall fileserver Monitor Windows fileserver Troubleshoot issues related to authorization in Windows fileserver Troubleshoot issues related to Windows fileserver Divestment Extract and transfer archived data to buyer Extract and transfer archived documents to buyer. Create quality documentations on maintenance activities (changes, configur…",,0,0
Data Support Engineer,Alternative Path,India,IT Jobs,,2025-12-12 09:49:52+00:00,,"Alternative Path is looking for a skilled Data Support Engineer, to collaborate on client projects with an asset management firm. In this role, you will collaborate with individuals, and you will have a large degree of independence and trust, but you won't be isolated; the support of the Engineering teamleads, the Product team leads, and every other technology team member is behind you. This is an opportunity to join a team-first meritocracy and help grow an entrepreneurial group inside Alterna…",,0,0
Big Data Developer,Tata Consultancy Services,"Bangalore, Karnataka",IT Jobs,,2025-12-02 08:56:26+00:00,,"TCS is Hiring Big Data Developer For Chennai and Bangalore location Experience : 4 - 10 years Mode of interview : Virtual Location : Chennai, Bangalore JOB DESCRIPTION: Must have: Hadoop,Spark, Pyspark, Hive, Scala Good to have: Agile and good communication skills Responsibilities: Ingest data from disparate sources (Structured, unstructured and semi-structured) and develop ETL jobs using the above skills. Do impact analysis and come up with estimates Take responsibility for end-to-end delivera…",,0,0
Big Data Developer,Tata Consultancy Services,"Chennai, Tamil Nadu",IT Jobs,,2025-12-02 08:56:12+00:00,,"TCS is Hiring Big Data Developer For Chennai and Bangalore location Experience : 4 - 10 years Mode of interview : Virtual Location : Chennai, Bangalore JOB DESCRIPTION: Must have: Hadoop,Spark, Pyspark, Hive, Scala Good to have: Agile and good communication skills Responsibilities: Ingest data from disparate sources (Structured, unstructured and semi-structured) and develop ETL jobs using the above skills. Do impact analysis and come up with estimates Take responsibility for end-to-end delivera…",,0,0
Cloud Data Engineer,Persistent Systems,"Bangalore, Karnataka",IT Jobs,,2025-12-10 16:51:36+00:00,,"About Position: We are currently hiring a Cloud Data Engineer with strong hands-on experience in DBT, SQL, Python, and AWS. Role: Cloud Data Engineer Location: Bangalore Experience: 6 to 8 Years Job Type: Full Time Employment What You'll Do: Proven track record of managing complex data engineering projects from discovery through deployment. 5  years of professional experience in data engineering, analytics engineering, or related technical roles. Strong SQL DBT Python AWS Basics (Cloud Computin…","python, sql",2,0
Big Data Developer,Tata Consultancy Services,"Bangalore, Karnataka",IT Jobs,,2025-11-15 10:56:57+00:00,,"Greetings from TCS TCS is currently hiring for the position of Big Data Developer. - Role: Big Data Developer - Desired Experience Range: 5-10 years - Location: Bangalore Job description Must Have 2-4 in development projects involving below technologies Strong knowledge in Core Java - Strong knowledge on Python, Hive, HDFS, Scala, Impala, Yarn, Oozie, SQOOP, PIG, SPARK Must have hands on experience in GIT, Jira Must have hands on RDBMS (any) coding experience in PLSQL Nice to have Hands on expe…","python, sql",2,0
Big Data Developer,Impetus,"Bangalore, Karnataka",IT Jobs,,2025-12-03 08:59:14+00:00,,"About Impetus Impetus Technologies is a digital engineering company focused on delivering expert services and products to help enterprises achieve their transformation goals. We solve the analytics, AI, and cloud puzzle, enabling businesses to drive unmatched innovation and growth. Founded in 1991, we are cloud and data engineering leaders providing solutions to fortune 100 enterprises, headquartered in Los Gatos, California, with development centers in NOIDA, Indore, Gurugram, Bengaluru, Pune,…",,0,0
Senior Data Scientist,Ray Business Technologies ,"Hyderabad, Telangana",IT Jobs,,2025-12-18 02:38:16+00:00,,"Role - Senior Data Scientist Location : Hyderabad Responsibilities: Sound knowledge on Machine Learning, Deep Learning, statistical modelling, data analytics, algorithmic problem solving. Should poses a sound knowledge in R & D (Build from Scratch). Hands on Experience working components like- DL, Transform model, LLM, NLP, Computer Vision etc. Hands on experience in implementing Deep Learning technique. Hands on Experience of Natural Language Processing (NLP) techniques. Hands-on experience in…","machine learning, deep learning",2,0
Senior Data Scientist,Novac Technology Solutions,"Chennai, Tamil Nadu",IT Jobs,,2025-12-06 09:45:34+00:00,,"Skill Set : · Data Science · Machine Learning · Data Modelling and Statistical Analysis · Experience in Python , DBs and ML packages · Experience in Flask API , Cloud services (Azure, AWS, Open AI , Gemini Flash) · Experience in version control and collaborating with development teams · Knowledge of Deep Learning Frameworks(Pytorch / TensorFlow etc) Responsibility ·Sanitize, analyze, and preprocess structured and unstructured data using tools like Pandas, NumPy, SQL, and Spark. ·Implement ML al…","python, sql, machine learning, deep learning, pandas, numpy, tensorflow, pytorch",8,0
Senior Data Scientist,Huge,"Bangalore, Karnataka",IT Jobs,,2025-12-06 05:58:29+00:00,,"Future Makers, Welcome! At Huge, were always proactively preparing for future growth as we scale Intelligent Experiences. If not today, tomorrow. Things quickly evolve around here, so we maintain an ""always-on"" recruitment approach to ensure we're ready for the opportunities ahead. With this in mind, we invite you to review the skillset we value in Data Scientists. If your background aligns, share your resume with us for future consideration. About Intelligent Experiences: The future is Intelli…",,0,0
Azure Data Engineering,LTIMindtree,India,IT Jobs,,2025-12-11 09:27:53+00:00,,"Let's Connect We are hiring for ADB ADF Py spark SQL Synapse Roles: Specialist - Data Engineering 5 to 8 Yrs Senior Specialist - Data Engineering 8 to 12 yrs Location: Bhubaneswar, Please apply in below link",sql,1,0
Pyspark Data Engineer,Tata Consultancy Services,"Bangalore, Karnataka",IT Jobs,,2025-12-09 09:01:34+00:00,,"Greetings from Tata Consulting Services Role: Pyspark Data Engineer Experience Range: 5 To 10 yrs hands on experience Location: Bangalore/Pune/Chennai/Gurugram Notice Period: 0 -15/30/60days, Immediate joiners are also preferred. Interview Mode: Virtual Mode Interview Date: 13th December 2025 Time Of Interview: 11AM TO 2PM Job Description: Roles & Responsibilities: Good work experience on Big Data Platforms like Hadoop, Spark, Scala, Hive, Impala, SQL Good Spark, Pyspark,Big Data experience Spa…",sql,1,0
AWS Data Architect,ACL Digital,"Bangalore, Karnataka",IT Jobs,,2025-11-25 08:56:37+00:00,,"Environment review, architecture diagrams. 8–12 years designing and implementing cloud data architectures on AWS (S3, Redshift, Glue, Lake Formation, IAM).• Proficient in data modeling, performance tuning, and security best practices; AWS Certified Solutions Architect preferred.",,0,0
Senior Data Scientist,Dentsu Global Services,"Bangalore, Karnataka",IT Jobs,,2025-12-01 11:59:40+00:00,,"The Senior Data Science Engineer at Dentsu (www.dentsu.com) will play a key role in architecting and implementing scalable, production-ready data science solutions that power our digital identity resolution and personalization capabilities across Dentsu platforms. You will collaborate closely with product managers, data engineers, and identity specialists to design advanced machine learning pipelines, optimize model performance, and ensure seamless deployment within cloud-native environments. W…",machine learning,1,0
Data Science Specialist,KANINI,"Chennai, Tamil Nadu",IT Jobs,,2025-12-18 08:45:18+00:00,,"Senior Data Scientist Join our high-performing team, honored with the prestigious ""Outstanding Data Engineering Team"" Award at DES 2025 for setting new benchmarks in data excellence. About the Role: We are looking for a skilled and passionate Data Scientist who brings hands-on expertise in Python programming, and Generative AI (GenAI) to help us design, build, and scale intelligent, AI-powered solutions. The ideal candidate will have deep experience with NLP, Computer Vision (CV), LLMs, FastAPI…","python, excel",2,0
Head of Data Science,Peoplefy,"Pune, Maharashtra",IT Jobs,,2025-12-18 08:43:40+00:00,,"Key Responsibilities Leadership & Strategy Lead and mentor 200–250 member data science, ML engineering, and analytics organization Define enterprise AI/ML vision, roadmap, and best practices Drive AI adoption across products, platforms, and business units Partner with CXOs, product heads, and business stakeholders Hands-on AI / ML Stay hands-on with model design, feature engineering, evaluation, and deployment Build and review solutions involving: Predictive & prescriptive analytics NLP, Comput…",,0,0
Litigation Data Analyst,KLDiscovery,India,IT Jobs,,2025-12-18 02:39:07+00:00,,"Job Description KLDiscovery, a leading global provider of electronic discovery, information governance and data recovery services, is currently seeking a Hosting Data Analyst/Litigation Support Analyst. The candidate will have an experience working in an office environment as well as using E-Discovery tools such as relativity, handling data, and customers. This position does not require any license or certification in order to be considered. We welcome all interested candidates to apply. This i…",,0,0
Big Data Developer,Tata Consultancy Services,"Bangalore, Karnataka",IT Jobs,,2025-12-12 09:46:47+00:00,,"Greetings From Tata Consultancy Services Role: Big Data Developer (Hive, Pyspark) Years of Experience: 4 to 12 yrs Location: Bengaluru Notice Period: 0- 90 days Roles & Responsibilities: Hands-on experience of Hadoop, Python, PySpark, Hive, Big Data Eco System Tools. Should be able to develop, tweak queries and work on performance enhancement. Solid understanding of object-oriented programming and HDFS concepts The candidate will be responsible for delivering code, setting up environment, conne…",python,1,0
Sr Data Scientist,DAZN India,"Hyderabad, Telangana",IT Jobs,,2025-11-15 11:00:25+00:00,,"Is your next career move to work in a team which uses data, reporting and analytical skills to help answer business questions to make DAZN a data-driven company? DAZN is a tech-first sport streaming platform that reaches millions of users every week. We are challenging a traditional industry and giving power back to the fans. Our new Hyderabad tech hub will be the engine that drives us forward to the future. We’re pushing boundaries and doing things no-one has done before. Here, you have the op…",,0,0
Lead Data Engineer,Delta Air Lines,"Bangalore, Karnataka",IT Jobs,,2025-12-13 08:53:21+00:00,,"Why join? Technology is a key enabler of the differentiated services that Delta provides. At the DTH, you get the opportunity to work on projects with a significant impact on business outcomes and customer experience. Deepen your knowledge by taking part in multifaceted learning and development programs exposure to extensive internal and partner repositories, institutional affiliations, and industry SIG (Special Interest Groups) partnerships. Collaborate with research, innovation and IP co-deve…",,0,0
Data Insight Analyst,Albertsons Companies India,"Bangalore, Karnataka",IT Jobs,,2025-12-20 08:56:00+00:00,,"Job Summary: This role focuses on mid-level analytical and statistical work to support eCommerce growth, marketing efficiency, loyalty activation, and omnichannel performance. You will design analytical solutions, conduct deeper statistical modeling, and support experimentation frameworks that help optimize customer journeys and personalization. Role and Responsibilities: Analytical Product Ownership: Own mid-sized analytical workstreams such as customer segmentation, eCommerce funnel diagnosti…",,0,0
Data Science Engineer,Tata Consultancy Services,"Hyderabad, Telangana",IT Jobs,,2025-11-06 03:01:52+00:00,,"Role: Data Science Engineer Required Technical Skill Set: Data Science & AI lifecycle Mgmt Tools: NumPy, pandas, TensorFlow, Minio, Pachyderm, Kubeflow, Jupyter Python, Java (SpringBoot), C Desired Experience Range: 6 years Location of Requirement: Hyderabad Desired Competencies (Technical/Behavioral Competency) Must-Have · 4 years of experience in Data Science, ML & DL. · Well versed with building Algorithms to predict Network Performance degradation. · Expertise in Acumos AI and MLFlow which …","python, pandas, numpy, tensorflow",4,0
Lead Data Scientist,C5i,"Bangalore, Karnataka",IT Jobs,,2025-12-12 09:46:44+00:00,,"Hiring Lead Data Scientist (Preferred Immediate Joiner) Location: Bengaluru (Work from Office, 5 days/week) Role Overview We are seeking a Lead Data Scientist who will drive advanced analytics, predictive modeling, and AI initiatives across complex operational and industrial environments. The role focuses on developing scalable machine learning solutions and optimization frameworks that enhance efficiency, reliability, and decision-making. You will collaborate with cross-functional teams, explo…",machine learning,1,0
Data Team Lead,Infogain,"Kochi, Ernakulam",IT Jobs,,2025-11-27 09:51:22+00:00,,"Job Location: Kochi Immediate Joiners preferred Required Skills: 8 years of experience in data engineering, with a focus on scalable architecture design. Strong proficiency in Python, PySpark, Python-based UI libraries and Gradio or Streamlit. Strong proficiency in Python, especially in Pandas and NumPy. Strong proficiency in Databricks environment and Native Apps Hands-on experience with Databricks (notebooks, jobs, lakehouse architecture). What you will do: Analyze existing SAS web-based fore…","python, pandas, numpy",3,0
Enterprise Data Architect,CitiusTech,"Chennai, Tamil Nadu",IT Jobs,,2025-11-28 09:48:38+00:00,,"Who we are CitiusTech - Shaping Healthcare Possibilities. CitiusTech is a global IT services, consulting, and business solutions enterprise 100% focused on the healthcare and life sciences industry. We enable 140 enterprises to build a human-first ecosystem that is efficient, effective, and equitable with deep domain expertise and next-gen technology. With over 8,500 healthcare technology professionals worldwide, CitiusTech powers healthcare digital innovation, business transformation, and indu…",,0,0
Senior Data Engineer,Delta Air Lines,"Bangalore, Karnataka",IT Jobs,,2025-10-31 06:58:51+00:00,,"KEY RESPONSIBILITIES: Design, architect, and optimize Teradata EDW solutions with a focus on performance, scalability, and maintainability. Lead performance tuning efforts using TASM and other workload management tools. Design and implement data pipelines using AWS services such as S3, Glue, Lambda, and SageMaker. Manage Teradata AI Unlimited (Teradata On-Demand) deployments in AWS, ensuring secure and efficient cloud infrastructure. Integrate and optimize SAS workflows with EDW and other data …",,0,0
Senior Data Scientist,YASH Technologies,"Pune, Maharashtra",IT Jobs,,2025-12-21 08:12:03+00:00,,"Job Overview: Experience Required: 6 Years Location: Indore, Pune, Bangalore, Hyderabad We are looking for a Sr. Data Scientist to join our team of researchers, data scientists, and developers. You will work on cutting-edge AI solutions across industries such as commerce, agriculture, insurance, financial markets, and procurement. Your role involves developing and optimizing machine learning and generative AI models to solve real-world challenges. Key Responsibilities: Develop and optimize and …",machine learning,1,0
Senior Data Scientist,ValueMomentum,"Hyderabad, Telangana",IT Jobs,,2025-12-02 08:56:09+00:00,,"Job Responsibilities Analyze complex data sets to identify trends, patterns, and insights that can drive business decisions. Design and develop predictive models, algorithms, machine learning, and artificial intelligence techniques to improve the accuracy and efficiency of analytics solutions Collaborate with cross-functional teams to ensure the data used is accurate, relevant, and up-to-date for analytics purposes. Contribute to hands-on development of data & analytics solutions. Deliver produ…",machine learning,1,0
GCP Data Engineer,Tata Consultancy Services,"Bangalore, Karnataka",IT Jobs,,2025-11-26 09:47:03+00:00,,"Job Title: GCP Data Engineer Experience: 5 years - 10 Years Location: Bangalore/ Hyderabad/Delhi/Chennai/Pune Experience Required: Strong experience required in GCP . Must have done multiple large projects with GCP Big Query and ETL processes Skills: GCP, Big Query, Dataflow, Data Proc, Cloud SQL, Cloud Spanner, Pub/Sub, ETL, Apache airflow, Python, Pandas and Numpy","python, sql, pandas, numpy",4,0
Data Science Manager,RenewBuy,India,IT Jobs,,2025-12-13 09:40:17+00:00,,"Data Science Manager Description of the role: We are looking for a Data Science Manager to lead and fully own the development and delivery of multiple Artificial Intelligence teams. To be successful in this role, you should be confident in managing your teams while, at the same time, setting goals and timelines for various projects. You will also be responsible for integrations with external partners and oversee all software development plans from ideation to execution to testing to release. In…",,0,0
Data Migration Manager,Bosch Global Software Technologies,"Hyderabad, Telangana",IT Jobs,,2025-12-13 09:39:35+00:00,,"5 years of experience in SAP Data Migration with Minimum Migration Management experience of 2 migration S/4 HANA rollout projects. Data Migration - SYNITI ADMM Sr. Consultant Good experience in migration management including planning, tracking, reporting, technical migration consulting, migration cutover planning etc. Experience of migration with SAP BODS (past experience of at least 3 projects using SAP BODS) Good SAP process knowledge required for data migration to work with cross-functional …",,0,0
GCP Data Architect,TerraGiG,"Bangalore, Karnataka",IT Jobs,permanent,2025-12-11 09:27:13+00:00,,"Role: GCP Data Architect Duration: Permanent Location: Chennai, Bangalore, Hyderabad, Pune, Vadodara Timings: Full Time (As per company timings) Notice Period: (Immediate Joiner - Only) Experience: 8-10 Years Key Responsibilities Architecture & Design Architect highly scalable, reliable, and secure cloud-native applications on GCP. Define end-to-end solution architectures involving microservices, event-driven patterns, API ecosystems, and data pipelines. Design MongoDB data models, indexing str…",,0,0
Data Center Engineer,Esconet Technologies,"New Delhi, Delhi",IT Jobs,,2025-12-11 09:27:06+00:00,,"Experience Required: 4 Years Location: Okhla Phase 1, New Delhi Employment Type: Full-time About Us Founded in New Delhi, India, Esconet Technologies Limited is a leading name in IT Infrastructure solution sales and services. Formerly known as Esconet Technologies Pvt. Ltd., we transitioned to a public company in September 2023. With a goal to elevate the future of digital transformation, we are committed to providing robust, scalable, and sustainable IT solutions to our diverse clientele. Esco…",,0,0
Manager - Data Science,Majid Al Futtaim,India,IT Jobs,,2025-12-18 08:43:46+00:00,,"Role Purpose: The Manager - Data Science is responsible for supporting on developing and delivering the product vision and roadmap in close collaboration with our product developers, data engineers and data analysts who are spearheading the Advanced Analytics transformation across Majid Al Futtaim Retail. Majid Al Futtaim Retail is continuing to develop and build its analytics talent to support its advanced analytics agenda. The various analytics use cases launched by the Retail Analytics Unit …",,0,0
Lead Data Scientist,Paisabazaar,India,IT Jobs,,2025-12-18 02:40:02+00:00,,"Designation - Lead ML Engineer: We’re looking to hire someone to help scale Machine Learning and Artificial Intelligence efforts at Paisabazaar. You’ll work with the team that develops the models that shall power Paisabazaar’s products focused on Speech, NLP, Computer Vision and generative AI. Some of the problems include Automated Speech Recognition(ASR) of Hinglish customer-agent audio conversations and generating critical insights for business, building gen AI chatbots on top of the rich kno…",machine learning,1,0
Sr. Data Scientist,Nityo Infotech,"Bangalore, Karnataka",IT Jobs,,2025-12-10 16:50:22+00:00,,"Sr. Data Scientist • Educational Qualifications: o B.E./B.Tech/M.Tech/MCA in Computer Science, Electronics & Communication, Electrical Engineering, or a related field. o A master’s degree in computer science, Artificial Intelligence, or a specialization in Deep Learning or Computer Vision is highly preferred. • Experience: o 4–6 years of IT experience, with a minimum of 3 years in data science o Proven experience in designing and deploying deep learning models, particularly in computer vision a…",deep learning,1,0
GCP Data Engineer,Tata Consultancy Services,"Hyderabad, Telangana",IT Jobs,,2025-12-08 10:31:09+00:00,,"Greetings from TCS TCS is hiring for GCP Data Engineer Experience : 6 to 10years Location: Chennai, Kochi, Bangalore, Hyderabad, Pune, Kolkata, Delhi Mode of Drive: Virtual Date:13th Dec 2025 (Saturday) Job Description: Must have skills Experience with Google Cloud Platform , Data Integration, orchestration mechanism, ability to design BI solutions using Cloud Store, Big Query, Cloud SQL and Big Table Programming experience in PL/SQL and Python, Provide resolutions for many critical issues Work…","python, sql",2,0
GCP Data Engineer,Tata Consultancy Services,"Bangalore, Karnataka",IT Jobs,,2025-12-12 09:48:22+00:00,,"TCS Hiring for GCP Senior Data Engineer Experience: 7 to 10 years Location: Chennai, Kochi, Bangalore, Hyderabad, Pune, Kolkata, Delhi, Bhubaneswar Must have skills Experience with Google Cloud Platform , Data Integration, orchestration mechanism, ability to design BI solutions using Cloud Store, Big Query, Cloud SQL and Big Table Programming experience in PL/SQL and Python, Provide resolutions for many critical issues Worked in end-to-end Development projects. Exposure in Airflow, Composer, Bi…","python, sql",2,0
AVP - Data Architecture,MUFG Global Service ,"Bangalore, Karnataka",Accounting & Finance Jobs,,2025-12-06 05:58:34+00:00,,"About Us: MUFG Bank, Ltd. is Japans premier bank, with a global network spanning in more than 40 markets. Outside of Japan, the bank offers an extensive scope of commercial and investment banking products and services to businesses, governments, and individuals worldwide. MUFG Banks parent, Mitsubishi UFJ Financial Group, Inc. (MUFG) is one of the worlds leading financial groups. Headquartered in Tokyo and with over 360 years of history, the Group has about 120,000 employees and offers services…",,0,0
Senior Data Scientist,Ensono,"Pune, Maharashtra",IT Jobs,,2025-11-26 09:54:50+00:00,,"Strong understanding of machine learning techniques, including supervised, unsupervised learning, time series analysis, and natural language processing. Hands on experience with machine learning frameworks such as TensorFlow, PyTorch, or scikit-learn. Experience in data preprocessing, feature engineering and model evaluation . Proficiency with data mining, mathematics, and statistical analysis Experience in pattern recognition and predictive modeling Good knowledge of Linux operating system. Pr…","machine learning, tensorflow, pytorch",3,0
GCP data Engineer,Impetus,India,IT Jobs,,2025-11-24 07:20:32+00:00,,"Location: Gurgaon and Bangalore Experience: 8 years (data engineering / analytics engineering), with previous lead responsibilities Job Descriptions for Big data or Cloud Engineer We are looking for candidates with hands on experience in pyspark with GCP cloud. Qualifications 3-10 years of IT experience range is preferred. Able to effectively use GCP managed services e.g. Dataproc, Dataflow, pub/sub, Cloud functions, Big Query, GCS - At least 4 of these Services. Good to have knowledge on Cloud…",,0,0
Senior Data Scientist,Perfios,"Bangalore, Karnataka",IT Jobs,,2025-11-28 09:39:31+00:00,,"We are looking for a Data Scientist with strong experience in Computer Vision , Document Parsing (LayoutLM) , and Generative AI to join our growing AI team. If you love solving complex document-understanding problems and building scalable ML solutions, we’d love to meet you!  What You’ll Work On Build and optimize Computer Vision and Document AI models for PDFs, scanned docs, and complex layouts. Work with LayoutLM / LayoutLMv2 / LayoutLMv3 , Donut, DocFormer, and transformer-based architecture…",,0,0
Data Center Engineer,ACL Digital,India,IT Jobs,,2025-12-19 08:58:31+00:00,,"Dear Candidate , ACL is Hiring: Network Integration Engineer | Telco Data Center Engineer Location: Gurgaon, Haryana Experience: 5–10 Years Domain: Telecom | Data Center | Network Automation with L2/L3 Network Routing and switching Role Overview We are looking for a Network Integration Engineer with strong expertise in IP/MPLS, Data Center networking, and service automation to support large-scale telecom environments. The role involves service provisioning, integration, troubleshooting, and clo…",,0,0
Senior Data Analyst,UST,"Pune, Maharashtra",IT Jobs,,2025-12-06 09:45:31+00:00,,"*Local to Pune Only* Job Description : Utility (electricity, gas… etc.) Tariff Analyst is responsible for creating, testing, and maintaining precise and accurate calculation models of utility tariff that guide billing and analysis for utility customers using proprietary tools. These Models will form the core of the end products, hence must be precise & Accurate. To achieve this Utility Tariff Analysts must be detail-focused, willing to work hard & quickly learn new tools & knowledge. The role r…",,0,0
Senior Data Scientist,Kaleidofin Private Limited,"Bangalore, Karnataka",IT Jobs,,2025-11-27 09:45:40+00:00,,"Who we are? Kaleidofin is a fintech focused on the mission to build a digital ecosystem ensuring finance for everyone, everywhere. We provide the ki credit platform, combining credit health assessment (ki score), middleware rails and best-in-class risk management (ki view) to enable the financial ecosystem to serve customers better. Via credit health scores for impactful finance and innovative debt structures to scale, Kaleidofin is driving towards its goal to unlock access to tailored finance …",,0,0
Azure Data Engineer,Tata Consultancy Services,India,IT Jobs,,2025-12-11 09:26:28+00:00,,Greetings from TCS! Job Title: Azure Data Platform Engineer Required Skillset: Strong proficiency in Infrastructure as Code principles and practices Expertise in Git version control and branching strategies Solid understanding of cloud security principles Experience with Python or PowerShell scripting Knowledge of networking concepts and implementation in Azure Location: PAN INDIA Experience Range: 6 years Job Description Must-Have Terraform Azure Cloud Platform Azure DevOps Git PowerShell/Azur…,python,1,0
